,avg_BD,avg_BE,group
0,0.4090909090909091,0.37408463055086555,1AB
1,0.8333333333333334,0.3330898810763133,1CD
2,0.5,0.5335749582928122,1GF
3,0.3,0.5258515303177653,1HI
4,0.4423076923076923,0.26074983958773895,2ABC
5,0.5,0.4166603150506944,2DE
6,0.25,0.404456708531986,2FGH
7,0.5,0.4937384030297999,2IJ
8,0.375,0.4176682321686947,3AB
9,0.8055555555555556,0.5034519407569054,3CD
