,avg_dim2,avg_dim1,group
0,0.21659855306375153,0.18558495267447855,1ABCD
1,0.06104970723676221,0.501818850426653,2ABCD
2,0.22617959637127757,-0.42429472376349536,3ABCDE
3,1.1984245658913633,-1.037781635426074,4ABCDE
