,Unnamed: 0,timestamp,group,disengaged,looking,talking,intTech,intRes,intExt,Accessed,Create,Open,Update
17,18,2017-11-08 13:35:10,2ABCD,0.0,0.0,1.0,1.0,1.0,0.75,13.0,0.0,0.0,0.0
18,19,2017-11-08 13:40:10,2ABCD,0.0,0.0,1.0,1.0,0.0,0.75,28.0,2.0,1.0,0.0
19,20,2017-11-08 13:45:05,2ABCD,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
20,21,2017-11-08 11:58:53,3ABCDE,0.0,0.0,1.0,1.0,0.6,0.2,0.0,0.0,0.0,0.0
21,22,2017-11-08 12:15:10,3ABCDE,0.0,0.0,1.0,1.0,0.0,0.0,41.0,8.0,10.0,12.0
22,23,2017-11-08 12:20:03,3ABCDE,0.0,0.0,1.0,1.0,0.8,0.2,4.0,0.0,1.0,13.0
23,24,2017-11-08 12:25:02,3ABCDE,0.0,0.0,1.0,1.0,0.4,0.0,10.0,0.0,3.0,6.0
24,25,2017-11-08 12:30:01,3ABCDE,0.0,0.0,1.0,0.4,1.0,0.2,11.0,1.0,0.0,0.0
25,26,2017-11-08 12:35:06,3ABCDE,0.0,0.2,1.0,1.0,0.4,0.2,17.0,0.0,4.0,1.0
26,27,2017-11-08 12:39:48,3ABCDE,0.0,0.4,1.0,0.8,0.6,0.2,17.0,0.0,0.0,0.0
27,28,2017-11-08 12:44:18,3ABCDE,0.0,0.0,1.0,1.0,0.4,0.2,13.0,0.0,0.0,0.0
28,29,2017-11-08 12:45:57,3ABCDE,0.0,0.2,1.0,0.4,0.4,0.0,10.0,0.0,0.0,0.0
29,30,2017-11-08 12:49:32,3ABCDE,0.0,0.2,1.0,0.6,1.0,0.0,4.0,0.0,0.0,0.0
30,31,2017-11-08 12:54:52,3ABCDE,0.0,0.0,1.0,0.8,0.8,0.4,2.0,0.0,0.0,0.0
31,32,2017-11-08 12:58:17,3ABCDE,0.0,0.0,1.0,0.8,0.4,0.0,11.0,0.0,0.0,0.0
32,33,2017-11-08 10:18:09,4ABCDE,0.0,0.0,0.0,1.0,0.0,0.0,32.0,2.0,1.0,0.0
33,34,2017-11-08 10:24:30,4ABCDE,0.0,0.0,1.0,0.0,0.0,0.2,20.0,8.0,14.0,11.0
34,35,2017-11-08 10:39:34,4ABCDE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0
35,36,2017-11-08 10:45:15,4ABCDE,0.0,0.0,0.0,0.6,0.4,0.0,8.0,0.0,1.0,2.0
36,37,2017-11-08 10:51:05,4ABCDE,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0
37,38,2017-11-08 10:55:05,4ABCDE,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
38,39,2017-11-08 10:57:15,4ABCDE,0.0,0.0,0.4,1.0,0.0,0.2,3.0,0.0,0.0,0.0
39,40,2017-11-08 10:59:23,4ABCDE,0.0,1.0,0.4,1.0,0.0,0.0,6.0,0.0,0.0,0.0
40,41,2017-11-08 11:07:50,4ABCDE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,2017-11-22 10:15:24,1ABCD,0.0,0.25,0.75,0.5,0.0,0.0,,,,
1,2,2017-11-22 10:20:03,1ABCD,0.0,0.25,0.75,0.5,0.0,0.0,,,,
2,3,2017-11-22 10:25:37,1ABCD,0.0,0.25,0.75,1.0,0.0,0.0,,,,
3,4,2017-11-22 10:29:16,1ABCD,0.0,0.25,0.5,0.75,0.0,0.0,,,,
4,5,2017-11-22 10:34:56,1ABCD,0.0,0.25,0.75,0.5,0.0,0.0,,,,
5,6,2017-11-22 10:49:41,1ABCD,0.0,0.25,0.75,0.75,0.0,0.0,,,,
6,7,2017-11-22 10:54:51,1ABCD,0.0,0.25,0.75,0.75,0.25,0.0,,,,
7,8,2017-11-22 10:59:25,1ABCD,0.0,0.0,1.0,0.5,0.25,0.0,,,,
8,9,2017-11-22 11:05:30,1ABCD,0.0,0.0,1.0,0.5,0.0,0.0,,,,
9,10,2017-11-22 11:09:55,1ABCD,0.0,0.0,1.0,0.5,0.0,0.0,,,,
10,11,2017-11-22 11:14:32,1ABCD,0.0,0.5,1.0,0.5,0.0,0.5,,,,
11,12,2017-11-22 11:20:02,1ABCD,0.0,0.0,1.0,0.5,0.0,0.25,,,,
12,13,2017-11-22 11:25:09,1ABCD,0.0,0.5,0.5,0.5,0.0,0.0,,,,
13,14,2017-11-22 11:29:34,1ABCD,0.0,0.25,1.0,0.25,0.0,0.5,,,,
14,15,2017-11-22 11:34:23,1ABCD,0.0,0.0,1.0,0.5,0.0,1.0,,,,
15,16,2017-11-22 11:40:09,1ABCD,0.0,0.0,1.0,0.5,0.25,0.25,,,,
16,17,2017-11-22 11:44:42,1ABCD,0.0,0.0,1.0,0.25,0.0,0.0,,,,
17,18,2017-11-22 11:50:29,1ABCD,0.0,0.0,1.0,0.5,0.0,0.0,,,,
18,19,2017-11-22 11:54:51,1ABCD,0.0,0.0,1.0,0.0,0.5,0.0,,,,
19,20,2017-11-22 12:09:34,1ABCD,0.0,0.5,0.5,0.5,0.0,0.0,,,,
20,21,2017-11-22 12:58:49,1ABCD,0.0,0.25,0.75,0.0,0.25,0.0,,,,
21,22,2017-11-22 13:02:41,1ABCD,0.0,0.0,1.0,0.25,0.25,0.0,,,,
22,23,2017-11-22 13:08:45,1ABCD,0.0,0.0,1.0,0.0,1.0,0.0,,,,
23,24,2017-11-22 13:12:57,1ABCD,0.0,0.25,1.0,0.25,0.25,0.0,,,,
24,25,2017-11-22 13:17:18,1ABCD,0.0,0.5,1.0,0.0,0.5,0.0,,,,
25,26,2017-11-22 13:20:25,1ABCD,0.0,0.5,0.75,0.0,0.5,0.0,,,,
26,27,2017-11-22 13:25:12,1ABCD,0.0,0.25,1.0,0.5,0.75,0.0,,,,
27,28,2017-11-22 13:29:54,1ABCD,0.0,0.0,0.75,0.0,0.75,0.0,,,,
28,29,2017-11-22 13:35:03,1ABCD,0.0,0.0,0.75,0.5,1.0,0.0,,,,
29,30,2017-11-22 13:39:23,1ABCD,0.0,0.0,0.0,0.0,1.0,0.0,,,,
30,31,2017-11-22 13:45:05,1ABCD,0.0,0.75,0.0,0.0,0.0,0.25,,,,
31,32,2017-11-22 13:49:58,1ABCD,0.0,1.0,0.0,0.0,0.0,0.0,,,,
32,33,2017-11-22 10:15:42,2ABCD,0.0,0.0,1.0,0.75,0.5,0.0,1.0,0.0,0.0,0.0
33,34,2017-11-22 10:21:38,2ABCD,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0
34,35,2017-11-22 10:26:17,2ABCD,0.0,0.75,1.0,0.75,0.0,0.25,2.0,0.0,0.0,0.0
35,36,2017-11-22 10:28:24,2ABCD,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
36,37,2017-11-22 10:36:19,2ABCD,0.0,0.0,1.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0
37,38,2017-11-22 10:45:47,2ABCD,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0
38,39,2017-11-22 10:51:36,2ABCD,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,4.0
39,40,2017-11-22 10:56:55,2ABCD,0.25,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,6.0
40,41,2017-11-22 11:01:17,2ABCD,0.0,0.0,1.0,0.25,0.0,0.5,0.0,0.0,0.0,2.0
41,42,2017-11-22 11:06:19,2ABCD,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
42,43,2017-11-22 11:11:05,2ABCD,0.25,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
43,44,2017-11-22 11:16:16,2ABCD,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
44,45,2017-11-22 11:21:24,2ABCD,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
45,46,2017-11-22 11:26:14,2ABCD,0.0,0.0,1.0,0.25,0.0,0.5,0.0,0.0,0.0,2.0
46,47,2017-11-22 11:31:09,2ABCD,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0
47,48,2017-11-22 11:36:27,2ABCD,0.0,0.0,1.0,0.75,0.0,0.0,3.0,2.0,0.0,0.0
48,49,2017-11-22 11:41:15,2ABCD,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0
49,50,2017-11-22 11:46:17,2ABCD,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,3.0
50,51,2017-11-22 11:51:13,2ABCD,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
51,52,2017-11-22 11:56:56,2ABCD,0.0,0.0,1.0,0.25,0.0,0.0,7.0,0.0,2.0,0.0
52,53,2017-11-22 10:15:23,3ABCD,0.0,0.0,0.5,1.0,0.0,0.0,5.0,0.0,0.0,0.0
53,54,2017-11-22 10:20:31,3ABCD,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0
54,55,2017-11-22 10:24:12,3ABCD,0.0,0.0,0.25,0.5,0.25,0.0,4.0,0.0,0.0,0.0
55,56,2017-11-22 10:29:36,3ABCD,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
56,57,2017-11-22 10:40:56,3ABCD,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
57,58,2017-11-22 10:45:46,3ABCD,0.0,0.0,1.0,1.0,0.5,0.0,5.0,2.0,0.0,3.0
58,59,2017-11-22 10:49:12,3ABCD,0.0,0.25,1.0,0.5,0.5,0.25,0.0,0.0,0.0,7.0
59,60,2017-11-22 10:55:02,3ABCD,0.0,0.0,1.0,0.75,0.75,0.25,0.0,0.0,0.0,9.0
60,61,2017-11-22 11:00:26,3ABCD,0.25,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
61,62,2017-11-22 11:04:40,3ABCD,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,2.0
62,63,2017-11-22 11:09:26,3ABCD,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
63,64,2017-11-22 11:15:16,3ABCD,0.0,0.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,1.0
64,65,2017-11-22 11:19:41,3ABCD,0.0,0.0,0.75,1.0,0.0,0.75,0.0,0.0,0.0,0.0
65,66,2017-11-22 11:26:34,3ABCD,1.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,2.0,0.0
66,67,2017-11-22 11:29:55,3ABCD,0.0,0.25,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0
67,68,2017-11-22 11:35:19,3ABCD,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
68,69,2017-11-22 11:39:56,3ABCD,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0
69,70,2017-11-22 11:44:48,3ABCD,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,4.0
70,71,2017-11-22 11:49:39,3ABCD,0.0,0.0,1.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0
71,72,2017-11-22 11:54:22,3ABCD,0.0,0.0,1.0,0.25,0.0,0.0,2.0,1.0,0.0,0.0
72,73,2017-11-22 13:00:26,3ABCD,0.0,0.25,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0
73,74,2017-11-22 13:05:00,3ABCD,0.0,0.0,1.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0
74,75,2017-11-22 13:07:44,3ABCD,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
75,76,2017-11-22 13:15:27,3ABCD,0.0,0.5,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
76,77,2017-11-22 13:20:15,3ABCD,0.0,0.5,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,78,2017-11-22 13:25:32,3ABCD,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
78,79,2017-11-22 13:30:15,3ABCD,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
79,80,2017-11-22 13:34:14,3ABCD,0.0,0.0,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0
80,81,2017-11-22 13:40:26,3ABCD,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
81,82,2017-11-22 13:46:07,3ABCD,0.25,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,83,2017-11-22 13:50:04,3ABCD,0.25,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
83,84,2017-11-22 13:55:45,3ABCD,0.0,0.0,0.5,1.0,0.0,0.0,5.0,0.0,2.0,0.0
84,85,2017-11-22 14:00:08,3ABCD,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,86,2017-11-22 10:12:27,4ABCD,0.0,0.25,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0
86,87,2017-11-22 10:16:47,4ABCD,0.0,0.25,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0
87,88,2017-11-22 10:21:34,4ABCD,0.0,0.25,0.5,1.0,0.0,0.25,10.0,0.0,0.0,0.0
88,89,2017-11-22 10:25:42,4ABCD,0.0,0.5,1.0,0.75,0.0,0.0,27.0,0.0,0.0,0.0
89,90,2017-11-22 10:29:36,4ABCD,0.0,0.5,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0
90,91,2017-11-22 10:34:41,4ABCD,0.0,0.0,1.0,1.0,0.25,0.0,9.0,0.0,0.0,0.0
91,92,2017-11-22 10:41:42,4ABCD,0.0,0.75,1.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0
92,93,2017-11-22 10:46:48,4ABCD,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,94,2017-11-22 11:17:17,4ABCD,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,9.0
94,95,2017-11-22 11:21:17,4ABCD,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
95,96,2017-11-22 11:25:21,4ABCD,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,4.0
96,97,2017-11-22 11:29:39,4ABCD,0.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0
97,98,2017-11-22 11:33:05,4ABCD,0.0,0.75,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
98,99,2017-11-22 11:36:47,4ABCD,0.0,0.5,1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0
99,100,2017-11-22 11:40:34,4ABCD,0.0,0.0,1.0,0.25,0.0,0.0,3.0,2.0,0.0,6.0
100,101,2017-11-22 11:46:34,4ABCD,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0
101,102,2017-11-22 11:49:59,4ABCD,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,4.0
102,103,2017-11-22 11:54:08,4ABCD,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
103,104,2017-11-22 11:58:57,4ABCD,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
104,105,2017-11-22 12:04:56,4ABCD,0.0,0.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0
105,106,2017-11-22 12:25:10,4ABCD,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.0
106,107,2017-11-22 12:59:07,4ABCD,0.0,0.0,1.0,0.25,0.25,0.0,3.0,0.0,0.0,0.0
107,108,2017-11-22 13:02:36,4ABCD,0.0,0.25,1.0,0.0,0.25,0.75,2.0,0.0,0.0,0.0
108,109,2017-11-22 13:11:28,4ABCD,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
109,110,2017-11-22 13:16:24,4ABCD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,111,2017-11-22 13:22:50,4ABCD,0.0,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0
111,112,2017-11-22 13:25:37,4ABCD,0.0,0.5,1.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0
112,113,2017-11-22 13:29:57,4ABCD,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
113,114,2017-11-22 13:35:13,4ABCD,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,115,2017-11-22 13:38:04,4ABCD,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,116,2017-11-22 13:42:59,4ABCD,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116,117,2017-11-22 13:46:37,4ABCD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,118,2017-11-22 13:49:59,4ABCD,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
118,119,2017-11-22 10:15:39,5ABCD,0.0,0.5,0.75,0.5,0.5,0.25,,,,
119,120,2017-11-22 10:21:27,5ABCD,0.0,1.0,0.75,0.75,0.25,0.0,,,,
120,121,2017-11-22 10:27:04,5ABCD,0.25,0.75,1.0,0.75,0.5,0.25,,,,
121,122,2017-11-22 10:31:21,5ABCD,0.0,1.0,0.75,0.75,0.25,0.25,,,,
122,123,2017-11-22 10:37:11,5ABCD,0.0,0.25,0.75,0.0,0.0,0.0,,,,
123,124,2017-11-22 10:40:21,5ABCD,0.0,0.25,0.75,0.25,0.0,0.25,,,,
124,125,2017-11-22 10:45:21,5ABCD,0.0,0.75,0.75,0.25,0.0,0.0,,,,
125,126,2017-11-22 10:49:35,5ABCD,0.0,0.75,0.75,0.25,0.0,0.0,,,,
126,127,2017-11-22 10:55:48,5ABCD,0.5,0.25,0.75,0.75,0.0,0.0,,,,
127,128,2017-11-22 11:00:21,5ABCD,0.0,0.25,0.75,0.25,0.25,0.25,,,,
128,129,2017-11-22 11:05:35,5ABCD,0.0,0.75,0.5,0.25,0.0,0.0,,,,
129,130,2017-11-22 11:10:40,5ABCD,0.25,0.5,0.75,0.5,0.0,0.0,,,,
130,131,2017-11-22 11:15:05,5ABCD,0.0,0.75,1.0,0.5,0.0,0.75,,,,
131,132,2017-11-22 11:20:05,5ABCD,0.0,0.5,1.0,0.5,0.0,0.75,,,,
132,133,2017-11-22 11:25:19,5ABCD,0.5,0.5,1.0,0.75,0.0,0.5,,,,
133,134,2017-11-22 11:32:09,5ABCD,0.0,0.75,1.0,0.5,0.0,0.5,,,,
134,135,2017-11-22 11:36:08,5ABCD,0.0,0.75,1.0,0.25,0.0,0.5,,,,
135,136,2017-11-22 11:47:01,5ABCD,0.0,0.0,1.0,0.0,0.25,0.5,,,,
136,137,2017-11-22 11:50:35,5ABCD,0.25,0.25,1.0,0.25,0.0,0.0,,,,
137,138,2017-11-22 11:55:22,5ABCD,1.0,0.0,1.0,0.0,0.0,0.0,,,,
138,139,2017-11-22 13:00:57,5ABCD,0.25,1.0,1.0,0.0,0.25,0.0,,,,
139,140,2017-11-22 13:05:39,5ABCD,0.25,0.25,0.75,0.0,0.25,0.0,,,,
140,141,2017-11-22 13:10:42,5ABCD,0.0,1.0,1.0,0.0,0.25,0.0,,,,
141,142,2017-11-22 13:16:03,5ABCD,0.0,1.0,1.0,0.0,1.0,0.0,,,,
142,143,2017-11-22 13:20:52,5ABCD,0.0,0.5,0.75,0.25,0.75,0.0,,,,
143,144,2017-11-22 13:25:49,5ABCD,0.25,0.75,1.0,0.0,1.0,0.0,,,,
144,145,2017-11-22 13:32:28,5ABCD,0.25,0.75,1.0,0.0,1.0,0.0,,,,
145,146,2017-11-22 13:37:01,5ABCD,0.25,0.25,0.5,0.0,1.0,0.25,,,,
146,147,2017-11-22 13:41:31,5ABCD,0.0,0.5,1.0,0.0,1.0,0.25,,,,
0,1,2017-10-18 10:15:16,1AB,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1,2,2017-10-18 10:20:11,1AB,0.0,0.0,1.0,1.0,0.0,0.0,6.0,8.0,11.0,0.0
2,3,2017-10-18 10:25:04,1AB,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0
3,4,2017-10-18 10:30:19,1AB,0.0,0.5,1.0,0.5,1.0,0.5,3.0,2.0,0.0,0.0
4,5,2017-10-18 10:35:21,1AB,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,2017-10-18 10:40:15,1AB,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,2017-10-18 10:45:03,1AB,0.5,0.5,1.0,1.0,1.0,0.5,12.0,6.0,12.0,18.0
7,8,2017-10-18 10:50:28,1AB,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0
8,9,2017-10-18 10:55:23,1AB,1.0,0.5,1.0,1.0,0.0,0.5,1.0,2.0,0.0,6.0
9,10,2017-10-18 11:00:04,1AB,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0
10,11,2017-10-18 11:04:56,1AB,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
11,12,2017-10-18 11:10:23,1CD,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
12,13,2017-10-18 11:15:11,1CD,0.0,0.0,1.0,0.5,0.5,0.0,6.0,7.0,1.0,0.0
13,14,2017-10-18 11:20:09,1CD,1.0,0.0,1.0,0.5,0.0,0.5,0.0,2.0,0.0,0.0
14,15,2017-10-18 11:25:03,1CD,1.0,0.0,1.0,0.5,0.5,0.0,5.0,6.0,2.0,2.0
15,16,2017-10-18 11:29:46,1CD,0.0,0.5,1.0,0.5,1.0,0.0,14.0,2.0,7.0,7.0
16,17,2017-10-18 11:35:05,1CD,1.0,0.0,1.0,0.5,1.0,1.0,18.0,0.0,0.0,0.0
17,18,2017-10-18 11:39:33,1CD,1.0,1.0,1.0,0.5,1.0,1.0,7.0,0.0,4.0,2.0
18,19,2017-10-18 11:44:42,1CD,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0
19,20,2017-10-18 11:45:53,1CD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
20,21,2017-10-18 12:09:36,1GF,0.0,0.0,1.0,1.0,0.0,1.0,10.0,12.0,29.0,34.0
21,22,2017-10-18 12:12:27,1GF,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,21.0
22,23,2017-10-18 12:16:45,1GF,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,10.0
23,24,2017-10-18 12:22:50,1GF,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0
24,25,2017-10-18 12:32:37,1GF,0.0,1.0,1.0,1.0,1.0,1.0,10.0,12.0,47.0,25.0
25,26,2017-10-18 12:39:45,1GF,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0
26,27,2017-10-18 12:47:50,1GF,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0
27,28,2017-10-18 13:02:30,1HI,0.0,0.5,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
28,29,2017-10-18 13:09:02,1HI,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29,30,2017-10-18 13:15:18,1HI,0.0,1.0,1.0,1.0,1.0,0.5,13.0,0.0,17.0,13.0
30,31,2017-10-18 13:22:29,1HI,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,14.0
31,32,2017-10-18 13:34:40,1HI,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0
32,33,2017-10-18 10:12:49,2ABC,0.0,0.0,0.0,0.667,0.0,0.667,2.0,0.0,0.0,0.0
33,34,2017-10-18 10:18:14,2ABC,0.0,1.0,0.5,1.0,0.5,0.5,5.0,8.0,4.0,0.0
34,35,2017-10-18 10:24:46,2ABC,0.0,0.667,0.33299999999999996,1.0,1.0,0.33299999999999996,7.0,0.0,13.0,17.0
35,36,2017-10-18 10:29:13,2ABC,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,39.0,50.0
36,37,2017-10-18 10:33:42,2ABC,0.0,0.0,0.667,0.33299999999999996,0.0,0.667,7.0,2.0,1.0,1.0
37,38,2017-10-18 10:39:13,2ABC,0.0,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,7.0,0.0,4.0,9.0
38,39,2017-10-18 10:42:41,2ABC,0.0,0.33299999999999996,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,12.0
39,40,2017-10-18 10:50:47,2ABC,0.0,0.0,0.667,0.0,0.667,0.0,4.0,8.0,4.0,1.0
40,41,2017-10-18 10:53:49,2ABC,0.0,0.0,0.667,0.667,0.33299999999999996,0.0,0.0,2.0,0.0,0.0
41,42,2017-10-18 10:57:43,2ABC,0.0,0.0,0.0,0.0,0.667,0.0,9.0,2.0,0.0,0.0
42,43,2017-10-18 11:13:19,2ABC,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
