,avg_BD,avg_BE,group
0,0.5,0.3374999999999999,1ABCD
1,0.1875,0.21877572016460906,2ABCD
2,0.30303030303030304,0.27584486843746103,3ABCD
3,0.25757575757575757,0.23073325851103635,4ABCD
4,0.5689655172413793,0.43793103448275855,5ABCD
