,avg_BD,avg_BE,group
0,0.36363636363636365,0.37408463055086555,1AB
1,0.3333333333333333,0.3330898810763133,1CD
2,0.0,0.5335749582928122,1GF
3,0.2,0.5258515303177653,1HI
4,0.09615384615384616,0.26074983958773895,2ABC
5,0.0,0.4166603150506944,2DE
6,0.25,0.404456708531986,2FGH
7,0.0,0.4937384030297999,2IJ
8,0.125,0.4176682321686947,3AB
9,0.3055555555555556,0.5034519407569054,3CD
