,avg_dim1,avg_dim2,group
0,-0.20303857486328847,-0.17940502539271186,1AB
1,-0.3411949505443475,-0.016325463876170683,1CD
2,1.2995866189645338,0.2980963660724969,1GF
3,0.5989811258242617,-1.1386104260629923,1HI
4,-0.5626618171952912,0.6807121661092066,2ABC
5,0.09250898513307519,-0.4050941000427439,2DE
6,-0.23012467816101484,-0.8488021294649004,2FGH
7,0.35398750970192217,-0.981145528534155,2IJ
8,0.24370520852491545,-0.3678625366820525,3AB
9,0.7361654494363048,-0.42231061827943794,3CD
