,avg_dim1,avg_dim2,group
0,-0.20163262619079583,0.20609477753644972,1ABCD
1,-0.027709352519112152,0.21944293065553072,2ABCD
2,0.2644144259178791,-0.0471034255217474,3ABCD
3,-0.18833487218054915,0.08177025141687783,4ABCD
4,0.1550277867295101,-0.41820333616608035,5ABCD
