,avg_dim1,avg_dim2,group
0,0.18558495267447855,0.21659855306375153,1ABCD
1,0.501818850426653,0.06104970723676221,2ABCD
2,-0.42429472376349536,0.22617959637127757,3ABCDE
3,-1.037781635426074,1.1984245658913633,4ABCDE
